n,r,ell,q,channel,pair_dim,lambda_coh,omega_pred,omega_hat,delta_pred,delta_meas
8,2,0,7,amp_damp,756,1.998999999999751,1.0000000000000395,0.9823600307246318,0.0399799999999966,0.03927475402836589
8,2,0,7,dephase,756,7.976031983999654,0.15273633250722596,0.15144364318055784,0.024364597463928807,0.024158386835631207
8,2,0,7,depol,756,7.972497714417449,0.7179019255207642,0.6776075343232224,0.11446942920780356,0.10804449037327868
8,2,0,7,x_err,756,7.97404395901928,0.9992569272326003,0.9214048339005896,0.1593623732821457,0.1469464529915232
8,2,0,7,inhom_dephase,756,10.246311817681653,0.11905961222332494,0.11808102803696832,0.02439843823464899,0.024197900660383742
8,2,0,7,site_amp_damp,756,2.7837882647586687,0.6661105514151117,0.6547759102714628,0.03708621472122627,0.03645514990120746
8,2,0,7,biased_pauli,756,7.972533184559354,0.8305914659401743,0.7766376493020524,0.1324383605003968,0.12383538862877563
8,2,0,7,coh_diss_mix,756,1.998999999999751,0.999999999999796,0.9823600307245902,0.039979999999986866,0.03927475402836422
8,2,0,7,corr_dephase,756,7.976031984000098,0.15309497610767045,0.15166106322872608,0.02442180852049021,0.02419306982079561
