channel,ell,q,gamma_L,gamma,lambda_coh,m2_zero,m2_noise,delta_tilde,ci_lo,ci_hi,n_used,omega_hat
inhom_dephase,1,0,0.1,0.03333333333333333,5.706142857142105,0.00011576829096642701,8.484058325645127e-05,0.26715180341519273,0.2671518034151824,0.26715180341520284,30,0.2340914082450737
inhom_dephase,1,0,0.2,0.06666666666666667,5.706142857142105,0.00011576829096642701,6.138531155735966e-05,0.4697571239506205,0.4697571239506104,0.46975712395062985,30,0.20581202386242753
inhom_dephase,1,0,0.3,0.09999999999999999,5.706142857142105,0.00011576829096642701,4.380128380875521e-05,0.6216469687588491,0.6216469687588437,0.6216469687588557,30,0.18157243994828118
site_amp_damp,2,0,0.01,0.0033333333333333335,1.4285739832412547,0.00011576829096642663,0.00011445149609521214,0.011374400193887024,0.011374400193881251,0.011374400193891798,30,0.39810329487031326
site_amp_damp,2,0,0.03,0.01,1.4285739832412547,0.00011576829096642663,0.00011185524962728082,0.03380063147240042,0.033800631472392866,0.033800631472407305,30,0.39433999532539715
site_amp_damp,2,0,0.05,0.016666666666666666,1.4285739832412547,0.00011576829096642663,0.00010930816624695697,0.05580219475938475,0.05580219475937942,0.05580219475938952,30,0.3906146647916448
site_amp_damp,2,0,0.1,0.03333333333333333,1.4285739832412547,0.00011576829096642663,0.0001031506713253209,0.10899029030984753,0.1089902903098432,0.1089902903098513,30,0.38146533392188153
site_amp_damp,2,0,0.2,0.06666666666666667,1.4285739832412547,0.00011576829096642663,9.169819419053511e-05,0.20791614504244482,0.20791614504244205,0.2079161450424475,30,0.3638526031579919
site_amp_damp,2,0,0.3,0.09999999999999999,1.4285739832412547,0.00011576829096642663,8.132332812106831e-05,0.29753365587255254,0.2975336558725489,0.2975336558725564,30,0.34712197777054815
site_amp_damp,1,0,0.01,0.0033333333333333335,1.4285739832412547,0.00011576829096642701,0.00011445149609521201,0.011374400193891354,0.011374400193886358,0.01137440019389713,30,0.3981032948704648
site_amp_damp,1,0,0.03,0.01,1.4285739832412547,0.00011576829096642701,0.00011185524962728067,0.03380063147240486,0.03380063147239576,0.033800631472413634,30,0.39433999532544894
site_amp_damp,1,0,0.05,0.016666666666666666,1.4285739832412547,0.00011576829096642701,0.00010930816624695725,0.055802194759385526,0.05580219475937731,0.05580219475939319,30,0.39061466479165025
site_amp_damp,1,0,0.1,0.03333333333333333,1.4285739832412547,0.00011576829096642701,0.00010315067132532125,0.10899029030984742,0.10899029030984209,0.10899029030985297,30,0.38146533392188114
site_amp_damp,1,0,0.2,0.06666666666666667,1.4285739832412547,0.00011576829096642701,9.169819419053511e-05,0.2079161450424475,0.2079161450424416,0.2079161450424527,30,0.36385260315799656
site_amp_damp,1,0,0.3,0.09999999999999999,1.4285739832412547,0.00011576829096642701,8.132332812106859e-05,0.29753365587255254,0.29753365587254854,0.2975336558725563,30,0.34712197777054815
